Song ID,Artist,Title,Album,Year,Date,Raw Lyrics
811,Ariana Grande,Side To Side (Clean),,2016,2016-05-20,"I've been here all night (Ariana)
I've been here all day (Nicki Minaj)
And boy, got me walkin' side to side (Let them-- know)

I'm talkin' to ya
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('Bout nothin')
I'm comin' at ya
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('Bout nothin')

These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I...

I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
Been tryna hide it
Baby, what's it gonna hurt if they don't know?
Makin' everybody think that we solo
Just as long as you know you got me (You got me)
And boy, I got ya
'Cause tonight I'm making deals with the devil
And I know it's gonna get me in trouble
Just as long as you know you got me

These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I...

I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
I've been here all night (Been here all night, baby)
I've been here all day (Been here all day, baby)
And boy, got me walkin' side to side (Side to side)

Uh, yeah
This the new style with the fresh type of flow
Wrist icicle, ride b-bicycle
Come through yo, get you this type of blow
If you want a menage, I got a tricycle
All these witches' flows is my mini-me
Body smoking, so they call me Young Nicki Chimney
Rappers in they feelings 'cause they feelin' me
Uh, I-I give zero fu-- and I got zero chill in me
Kissing me, copped the blue box that say Tiffany
Curry with the shot, just tell 'em to call me Stephanie
Gun pop, then I make my gum pop
I'm the queen of rap, young Ariana run pop, uh

These friends keep talkin' way too much (Way too much)
Say I should give em up (Give em up)
Can't hear them, no, 'cause I...

I've been here all night (Been here all night, baby)
I've been here all day (Been here all night, baby)
And boy (Boy), got me walkin' side to side (Side to side)
I've been here all night (Been here all night, baby)
I've been here all day (Been here all day, baby) (Ooh, baby)
And boy (No), got me walkin' side to side (Side to side)
(Yeah-eh, yeah, yeah, yeah)

Uh, yo
This the new style with the fresh type of flow (Nah, nah, baby)
Wrist icicle, ride b-bicycle
Come through yo, get you this type of blow
If you want a menage, I got a tricycle (No, eh, hey, eh, eh)Embed"
812,Ariana Grande,Cry Countdown,AG7*,,,Cry Countdown LyricsLyrics for this song have yet to be released. Please check back once the song has been releasedEmbed
813,Ariana Grande,In my head (Demo),,2021,2021-10-14,"You seem to have things strangely confused in your mind

Painted a picture, I thought I knew you well
I got a habit of seeing what isn't there
Caught in the moment, tangled up in your sheets
When you broke my heart, I said you only wanted half of me

My imagination's too creative
They see demon, I see angel, angel (Angel), angel
Without the halo, wingless angel

Falling, falling, but I never thought you'd leave me
Falling, falling, needed something to believe in, oh
I thought you were the one
But it was all in my head
It was all in my head (Skrrt, skrrt)

Yeah, look at you (You), boy, I invented you
Your Gucci tennis shoes, runnin' from your issues
Cardio good for the heart (For the heart)
I figured we could work it out, hmm
Painted a picture; I thought I drew you well
I had a vision, seeing what isn't there
Caught in the moment, tangled up in your sheets
When you broke my heart, said you only wanted half of me

My imagination's too creative
They see Cain and I see Abel (Abel), Abel (Abel), Abel
I know you're able, willin' and able

Falling, falling, boy, I thought that you would need me
Falling, falling, needed something to believe in, oh
I thought you were the one
But it was all in my head
It was all in my head (Skrrt, skrrt)

Yeah, look at you (You), boy, I invented you
Your Gucci tennis shoes, runnin' from your issues
Cardio good for the heart (For the heart)
I figured we could work it out, hmm

Wanted you to grow, but, boy, you wasn't budding
Everything you are made you everything you aren't
I saw your potential without seein' credentials
Maybe that's the issue (Damn, damn)
Said maybe that's the issue, ah
Can't hold that shit against you, ah
Guess I did it to myself, yeah
Thought you were somebody else, you
But it was all in my head
It was all in my head (Skrrt, skrrt)
Yeah, look at you (You), boy, I invented you
Your Gucci tennis shoes, runnin' from your issues
Cardio good for the heart (For the heart)
I figured we could work it out, hmm1Embed"
814,Ariana Grande," thank u, next (Clean)",,2018,2018-11-03,"Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say, ""Thank you"" to Malcolm
'Cause he was an angel

One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look what you taught me
And for that, I say

Thank you, next (Next)
Thank you, next (Next)
Thank you, next
I'm so-- grateful for my ex
Thank you, next (Next)
Thank you, next (Next)
Thank you, next (Next)
I'm so--
Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We havin' better discussions
I know they say I move on too fast
But this one gon' last
'Cause her name is Ari
And I'm so good with that (So good with that)

She taught me love (Love)
She taught me patience (Patience)
How she handles pain (Pain)
That-- amazing (Yeah, she's amazing)
I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah, I've found)
Ain't no need for searching, and for that, I say

Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next (Thank you)
I'm so-- grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so-- grateful for my ex
Thank you, next
Thank you, next
Thank you, next
I'm so--

One day I'll walk down the aisle
Holding hands with my mama
I'll be thanking my dad
'Cause she grew from the drama
Only wanna do it once, real bad
Gon' make that shit last
God forbid something happens
Least this song is a smash (Song is a smash)

I've got so much love (Love)
Got so much patience (Patience)
And I've learned from the pain (Pain)
I turned out amazing (Turned out amazing)
Say I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah)
Ain't no need for searching
And for that, I say
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next
I'm so-- grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so-- grateful for my ex

Thank you, next
Thank you, next
Thank you, next
Yeah, yee
Thank you, next
Thank you, next
Thank you, next
Yeah, yeeEmbed"
815,Ariana Grande,Sweetener World Tour (Updated December 2019),,,,"""raindrops (an angel cried)""
God is a woman
Bad Idea
Break up with your girlfriend, i'm bored
-----------------  Childhood Interlude-------
Act 2-
R.E.M
Be Alright
Sweetener
Side To Side (Extended)
7 Rings
----------------- Adore ( Cashmere Cat ) Interlude----------
Act 3-
Breathin
Needy
Fake Smile
Make Up
December/ True Love / Wit It This Christmas / Santa Tell Me
NASA
Honeymoon Avenue ( Since December 15 2019- )
-------------- In My Head Interlude--------------------
Act 4-

Everytime
The Light Is Coming
Into You
------------------ My Heart Belongs To Daddy Interlude-------
Act 5
Dangerous Woman
No Tears Left To Cry
-----------------Thank U, Next Interlude------------------
Encore
Thank U, NextEmbed"
816,Ariana Grande,Baby Loves (Interlude),,2019,2019-05-27,"Baby loves, I'm tryna talk to you
There's a boy
And I don't quite know
What to do
Good things come to those who wait
But patience ain't my thing
The way he holds me, shows me he's the one
For sure the one
Think I'd rather wait for him forever
Instead of having him
Just for now
And I just wanna look up at the moon
I wonder if he's lookin' at it too
And I don't know what to doEmbed"
817,Ariana Grande,Ghostin (Demo),,,,"I try to hold it in at night
While you're sleeping next to me
But it's your arms that I need this timeEmbed"
818,Ariana Grande,7rings rift tour,,,,"Girls with tattoos who like getting in trouble
Lashes and diamonds, ATM machines
Buy myself all of my favorite things (yeah)
Been through some bad shit, I should be a sad bitch
Who woulda thought it'd turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing, yeah (yeah)
My wrist, stop watchin', my neck is flossy
Make big deposits, my gloss is poppin'
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yeah)
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yeah)
Wearing a ring, but ain't gon' be no ""Mrs.""
Bought matching diamonds for six of my bitches
I'd rather spoil all my friends with my riches
Think retail therapy my new addiction
Whoever said money can't solve your problems
Must not have had enough money to solve 'em
They say, ""Which one?"" I say, ""Nah, I want all of 'em""
Happiness is the same price as red bottoms
My smile is beamin', my skin is gleamin'
The way it shine, I know you've seen it (you've seen it)
I bought a crib just for the closet
Both his and hers, I want it, I got it, yeah
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it (baby)
You like my hair? Gee, thanks, just bought it (oh yeah)
I see it, I like it, I want it, I got it (yeah)
Yeah, my receipts, be lookin' like phone numbers
If it ain't money, then wrong number
Black card is my business card
The way it be settin' the tone for me
I don't mean to brag, but I be like, ""Put it in the bag, "" yeah
When you see them racks, they stacked up like my ass, yeah
Shoot, go from the store to the booth
Make it all back in one loop, give me the loot
Never mind, I got the juice
Nothing but net when we shoot
Look at my neck, look at my jet
Ain't got enough money to pay me respect
Ain't no budget when I'm on the set
If I like it, then that's what I get, yeah
I want it, I got it, I want it, I got it (yeah)
I want it, I got it, I want it, I got it (oh yeah, yeah)
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yeah)Embed"
819,Ariana Grande,The Honeymoon Tour Special Guests,Ariana Grande,2015,2015-03-03,"Cashmere  Cat - ""Adore""
March  7, 2015, Detroit, Michigan
Big Sean - ""Best Mistake"" and ""Right There""
March 12, 2015, Philadelphia, Pennsylvania
Cashmere  Cat - ""Adore""
March  15, 2015, Worcester, Massachusetts
Cashmere Cat - ""Adore""
March  28, 2015, Miami, Florida
Justin Bieber - ""Love Me Harder"", ""All That Matters"" and ""As Long As You Love Me""
April 8, 2015, Inglewood, California
Justin Bieber - ""Love Me Harder"", ""Where Are U Now"" and ""As Long As You Love Me""
May  15, 2015, Paris, France
Kendji Girac - ""One Last Time (Attends-moi)""Embed"
820,Ariana Grande,Miss Me*,,2015,2015-04-07,"Real classy how I slip into your mind
And I'm kinda shy, I'm not gemini
You say my love is like the sweetest drug you've tried
I can't switch it up, gotta press the trial

Falling head over heels, you like to feel
One touch and I'll give you chills
Make it then, one kiss and it made me feel
You know the drill, one night and you feel fulfilled
This is the thrill

Can you handle me?
I think you're fuckin' with me (with me)
I know you wanna kiss me (kiss me)
I know you gonna miss me (miss me), miss me
And you're hittin' me, I think you're fuckin' with me
I think you're fuckin' with me
I know you wanna kiss me
I know you gonna miss me, miss me, yeah

....
Falling head over heels, you like to feel
One touch and I'll give you chills
Make it then, one kiss and it made me feel
You know the drill, one night and you feel fulfilled
This is the thrill

Can you handle me?
I think you're fuckin' with me (with me)
I know you wanna kiss me (kiss me)
I know you gonna miss me (miss me), miss me
And you're hittin' me, I think you're fuckin' with me
I think you're fuckin' with me
I know you wanna kiss me
I know you gonna miss me, miss me, yeah

Mhm, yeah
Mhm, yeahEmbed"
